about,content,id,img,title
"<div class=""col-sm-6 col-md-7"" style=""padding-left:50px;"">\r\n\t<h3>\r\n\t\t目錄</h3>\r\n\t<ul class=""list-icon star-o"">\r\n\t\t<li>\r\n\t\t\t特 章-海峽兩岸海運直航</li>\r\n\t\t<li>\r\n\t\t\t第一章-自然地理</li>\r\n\t\t<li>\r\n\t\t\t第二章-行政及民事</li>\r\n\t\t<li>\r\n\t\t\t第三章-臺灣西岸</li>\r\n\t\t<li>\r\n\t\t\t第四章-臺灣北東岸</li>\r\n\t\t<li>\r\n\t\t\t第五章-臺灣海峽及澎湖群島</li>\r\n\t\t<li>\r\n\t\t\t附錄一:風花圖 氣象資料 海象資料</li>\r\n\t\t<li>\r\n\t\t\t附錄二:海運直航許可管理辦法</li>\r\n\t\t<li>\r\n\t\t\t附錄三:商港法</li>\r\n\t\t<li>\r\n\t\t\t附錄四:商港港務管理規則</li>\r\n\t</ul>\r\n</div>\r\n","<p><img src=""assets/images/fancybox_overlay.png"" width=""13"" height=""15"">\xa0\xa0提供海岸地貌、助航標誌、航路狀況、潮流、氣象、島嶼礁石、淺灘險處、沉航障礙、港灣設施及建議航法等資料。</p><br>\r\n<p><img src=""assets/images/fancybox_overlay.png"" width=""13"" height=""15"">\xa0\xa0可與海圖互為印證相輔為用，俾利海上航行及港灣錨泊，獲致最大航行安全為目的。 </p>",1,20170204113515.jpg,123

