id,img,about,title,content
1,20161212022353.jpg,"<div class=""col-sm-6 col-md-7"" style=""padding-left:50px;"">\r\n\t<h3>\r\n\t\t目錄</h3>\r\n\t<ul class=""list-icon star-o"">\r\n\t\t<li>\r\n\t\t\t1. 說明</li>\r\n\t\t<li>\r\n\t\t\t2. 燈質說明-附表一</li>\r\n\t\t<li>\r\n\t\t\t3. 燈光射程圖-附表二</li>\r\n\t\t<li>\r\n\t\t\t4. 地理見距表-附表三</li>\r\n\t\t<li>\r\n\t\t\t5. 地理見距圖解-附表四</li>\r\n\t\t<li>\r\n\t\t\t6. 中華民國臺灣地區浮標制度表-附表五</li>\r\n\t\t<li>\r\n\t\t\t7. 第三區海岸臺灣、廈門、福州區燈位略圖</li>\r\n\t\t<li>\r\n\t\t\t8. 臺灣省各港燈塔及助航設備位置圖</li>\r\n\t\t<li>\r\n\t\t\t9. 水道燈表索引圖</li>\r\n\t\t<li>\r\n\t\t\t10. 第一區海岸-江蘇省 浙江省</li>\r\n\t\t<li>\r\n\t\t\t11. 第二區海岸-遼寧省 河北省 山東省</li>\r\n\t\t<li>\r\n\t\t\t12. 第三區海岸-福建省 臺灣省</li>\r\n\t\t<li>\r\n\t\t\t13. 第四區海岸-廣東省 海南島 南海諸島</li>\r\n\t</ul>\r\n</div>\r\n",中華民國燈表,<p>\r\n\t係一種航海圖書，列為航海用燈光之位置、燭光數、燈之性質等項資料。並附有任何霧號詳情輔助對燈光之識別，此外燈表亦包括有助於航海人員之其他資料，作為航行時位置確認用。</p>\r\n<p>\r\n\t\xa0</p>\r\n

